CartoSanté; ; 
28280;Nogent-le-Rotrou;2.5
28373;Senonches;2.8
28422;Les Villages Vovéens;2.7
2898;Chartres;2.7
2899;Dreux;2.3
29004;Bannalec;3.2
29020;Briec;3.4
29024;Carhaix-Plouguer;3.2
29026;Châteaulin;3.6
29027;Châteauneuf-du-Faou;3.1
2903;Brest-3;3.7
29039;Concarneau;4.3
2904;Brest-4;4.8
29042;Crozon;4.6
29046;Douarnenez;3.9
29053;Le Faou;3.9
29058;Fouesnant;3.8
29069;Guilers;4.8
29103;Landerneau;4.5
29105;Landivisiau;3.6
2911;Fouesnant;5.1
29113;Lanmeur;3.4
2912;Guipavas;5.4
29124;Lesneven;3.7
29147;Mellac;4
29150;Moëlan-sur-Mer;3.9
29151;Morlaix;3.7
29160;Plabennec;4.1
29162;Pleyben;3.5
29174;Plonéour-Lanvern;3.6
29178;Ploudalmézeau;3.8
2918;Plabennec;5.2
2919;Plonéour-Lanvern;2.1
29195;Plouguerneau;3.1
29197;Plouhinec;4.8
29199;Plouigneau;3.4
2921;Pont-de-Buis-lès-Quimerch;4.7
29218;Pont-Croix;5.6
29220;Pont-l'Abbé;4.4
2923;Quimper-1;3.5
29233;Quimperlé;4.4
29241;Rosporden;3.8
29259;Saint-Pol-de-Léon;3.8
29260;Saint-Renan;4.5
2927;Saint-Renan;3.6
29274;Scaër;2.6
2998;Brest;5.2
2999;Quimper;4.8
2A041;Bonifacio;3.5
2A05;Ajaccio-5;2
2A08;Gravona-Prunelli;1.9
2A10;Sevi-Sorru-Cinarca;5.5
2A11;Taravo-Ornano;2.5
2A130;Grosseto-Prugna;3.8
2A247;Porto-Vecchio;5.6
2A249;Propriano;3.6
2A272;Sartène;4
2A98;Ajaccio;3.9
2B01;Bastia-1;2.6
2B04;Bastia-4;3
2B042;Borgo;4.4
2B05;Biguglia-Nebbio;2.1
2B050;Calvi;3.9
2B08;Cap Corse;3
2B096;Corte;3
2B123;Ghisonaccia;3
2B134;L'Île-Rousse;3.4
2B207;Penta-di-Casinca;3.7
2B251;Prunelli-di-Fiumorbo;5.2
2B298;Saint-Florent;5.7
2B99;Bastia;4
30003;Aigues-Mortes;3.8
30006;Aimargues;5.1
3001;Aigues-Mortes;5
3002;Alès-1;3.4
30028;Bagnols-sur-Cèze;2.7
30029;Barjac;2.3
3003;Alès-2;2.8
30034;Bellegarde;3.6
30037;Bessèges;4.2
3004;Alès-3;3.1
30047;Bouillargues;4.3
3006;Beaucaire;3.1
30061;La Calmette;3.6
30062;Calvisson;3.9
3008;La Grand-Combe;2.7
3009;Marguerittes;3.5
30132;La Grand-Combe;2.7
3015;Quissac;3.5
30155;Manduel;3.6
3016;Redessan;3.8
3018;Rousson;3.5
3019;Saint-Gilles;3.6
30202;Pont-Saint-Esprit;2.5
3021;Vauvert;3.5
30210;Quissac;4.8
30212;Remoulins;4
30217;Rochefort-du-Gard;2.9
30221;Roquemaure;2.5
3023;Villeneuve-lès-Avignon;3.7
30255;Saint-Geniès-de-Malgoirès;3.1
30258;Saint-Gilles;2.4
30263;Saint-Hippolyte-du-Fort;2.9
30269;Saint-Jean-du-Gard;3.6
30321;Sommières;3.1
30334;Uzès;3.9
30341;Vauvert;3.4
30344;Vergèze;5
30350;Le Vigan;3.4
3098;Alès;3.6
3099;Nîmes;4.1
3101;Auterive;5.5
3103;Blagnac;4.4
31033;Auterive;3.8
3104;Castanet-Tolosan;4.7
31042;Bagnères-de-Luchon;5.8
3105;Castelginest;4.2
31066;Bessières;2.9
3107;Escalquens;4.2
3108;Léguevin;4.1
31080;Boulogne-sur-Gesse;3.1
3109;Muret;5.1
3110;Pechbonnieu;4
31106;Caraman;2.4
31107;Carbonne;4.2
3111;Plaisance-du-Touch;3.5
3112;Portet-sur-Garonne;4.8
3113;Revel;3.6
31135;Cazères;3.2
31202;Fronton;3.2
3121;Toulouse-7;4.9
3122;Toulouse-8;4.5
3123;Toulouse-9;5.8
31232;Grenade;3.5
31239;L'Isle-en-Dodon;3.1
3124;Toulouse-10;6.3
3125;Toulouse-11;5
3126;Tournefeuille;4.3
3127;Villemur-sur-Tarn;3.8
31324;Martres-Tolosane;4.6
31358;Montastruc-la-Conseillère;5.1
31390;Montréjeau;2.7
31396;Nailloux;4.8
31399;Noé;5.3
31451;Revel;3.7
31454;Rieumes;2.9
31483;Saint-Gaudens;3.1
31499;Saint-Lys;3
31523;Salies-du-Salat;3
31573;Verfeil;3.3
31574;Vernet;4.6
31582;Villefranche-de-Lauragais;4.8
31584;Villemur-sur-Tarn;2.7
3199;Toulouse;4.6
32013;Auch;3.4
32096;Cazaubon;2.2
32107;Condom;3.5
32119;Eauze;3.8
3212;Grand-Bas-Armagnac;2.8
3213;L'Isle-Jourdain;3.8
32132;Fleurance;3.9
3214;Lectoure-Lomagne;2.6
32147;Gimont;3.5
32160;L'Isle-Jourdain;2.7
32208;Lectoure;4.5
32233;Marciac;2.6
32242;Masseube;4.1
32249;Mauvezin;3.1
32256;Mirande;3.3
32296;Nogaro;3.4
32319;Plaisance;2.7
32344;Riscle;2.5
32410;Samatan;5.1
32462;Vic-Fezensac;3
33005;Andernos-les-Bains;4.8
33011;Arès;5.3
33036;Bazas;4
33042;Belin-Béliet;3.7
33051;Biganos;4.3
33058;Blaye;3.1
3307;Le Bouscat;4.7
3308;La Brède;3.3
33081;Cadillac-sur-Garonne;4.6
3309;Cenon;7.6
3310;Les Coteaux de Dordogne;4.5
33104;Castelnau-de-Médoc;4.6
33108;Castillon-la-Bataille;3.2
3311;Créon;4.2
33114;Cavignac;3.4
3312;L'Entre-Deux-Mers;3.9
3313;L'Estuaire;3.8
33138;Coutras;2.9
3314;Gujan-Mestras;4.4
33140;Créon;3.3
3316;Le Libournais-Fronsadais;4.3
3317;Lormont;7
3318;Mérignac-1;6.7
3319;Mérignac-2;2.5
3320;Le Nord-Gironde;4.1
33203;Hourtin;3.9
3321;Le Nord-Libournais;3.5
33213;La Brède;2.7
33214;Lacanau;5.8
33227;Langon;4.9
3323;Pessac-1;4.2
33236;Lège-Cap-Ferret;4.9
3324;Pessac-2;4.9
33240;Lesparre-Médoc;3.9
3325;Les Portes du Médoc;5.2
3326;La Presqu'île;4.4
3327;Le Réolais et Les Bastides;3.3
3328;Saint-Médard-en-Jalles;3.8
3330;Le Sud-Médoc;4.1
3331;Talence;6.8
33314;Pauillac;3.9
3332;La Teste-de-Buch;5.2
33327;Podensac;3.8
3333;Villenave-d'Ornon;9.1
33352;La Réole;3.4
33478;Saint-Seurin-sur-l'Isle;2.8
33498;Salles;3
33506;Sauveterre-de-Guyenne;3.5
33514;Soulac-sur-Mer;4
3396;Bègles;6
3397;Bordeaux;6.4
3398;Mérignac;4.4
3399;Pessac;4.3
34003;Agde;3.6
3401;Agde;3.8
3402;Béziers-1;3.9
34022;Baillargues;5.4
34028;Bédarieux;3.4
3403;Béziers-2;4
34031;Bessan;4.1
3404;Béziers-3;4.4
3405;Cazouls-lès-Béziers;3.9
34052;Capestang;3.1
34058;Castries;3.8
3407;Le Crès;6.5
34079;Clermont-l'Hérault;3.8
3408;Frontignan;5.2
3409;Gignac;3.8
3410;Lattes;5.6
34111;Ganges;4.3
34114;Gignac;4.7
3412;Lunel;4.8
34126;Lamalou-les-Bains;4.1
3413;Mauguio;4.1
3414;Mèze;4.5
34142;Lodève;2.7
34147;Magalas;3.1
3415;Montpellier-1;4.6
34150;Marseillan;3.5
34154;Mauguio;4.8
34157;Mèze;3.1
34162;Montagnac;3.9
34189;Olonzac;2.6
34192;Palavas-les-Flots;4.5
34194;Paulhan;3.1
34199;Pézenas;3.9
3420;Montpellier - Castelnau-le-Lez;5.4
34202;Pignan;4
3422;Pignan;5
3423;Saint-Gély-du-Fesc;4.4
34239;Saint-André-de-Sangonis;5.1
3424;Saint-Pons-de-Thomières;2.9
34245;Saint-Chinian;3.2
3425;Sète;5.2
34276;Saint-Mathieu-de-Tréviers;3.8
34284;Saint-Pons-de-Thomières;3.8
34299;Sérignan;3.4
34300;Servian;3.9
34332;Vias;3.3
3498;Béziers;3.8
3499;Montpellier;5
35006;Argentré-du-Plessis;3.3
35012;Bain-de-Bretagne;2.9
3503;Betton;5.1
35037;Bréal-sous-Montfort;3.4
3504;Bruz;3.9
35068;Châteaubourg;3.6
35069;Châteaugiron;3.4
3507;Dol-de-Bretagne;5.9
35085;Combourg;3.6
35095;Dol-de-Bretagne;3.3
35115;Fougères;2.3
3512;Janzé;4.2
35125;La Guerche-de-Bretagne;2.8
35126;Guichen;2.8
3513;Liffré;5
35136;Janzé;3.4
3514;Melesse;4.1
35152;Liffré;3.9
35162;Louvigné-du-Désert;1.8
35168;Val d'Anast;3.3
35176;Guipry-Messac;2.6
35177;La Mézière;3.9
35184;Montauban-de-Bretagne;4.3
35188;Montfort-sur-Meu;3.4
35196;Mordelles;4
3520;Rennes-3;7
35207;Noyal-sur-Vilaine;4.6
35219;Pipriac;2.4
3522;Rennes-5;6.8
35223;Plélan-le-Grand;2.9
3523;Rennes-6;6.2
35236;Redon;2.8
35239;Retiers;2.5
3524;Le Rheu;6.6
35240;Le Rheu;4.2
3525;Saint-Malo-1;3.7
35251;Saint-Aubin-d'Aubigné;2.9
35253;Saint-Aubin-du-Cormier;3.4
35257;Maen Roch;3.3
3526;Saint-Malo-2;4.6
35297;Saint-Méen-le-Grand;3.3
35337;Tinténiac;3.6
35352;Vern-sur-Seiche;4.6
35360;Vitré;3
3598;Rennes;4.8
3599;Saint-Malo;5.5
36001;Aigurande;2
36006;Argenton-sur-Creuse;2.5
3601;Ardentes;2.2
36018;Le Blanc;2.8
3602;Argenton-sur-Creuse;1.5
3603;Le Blanc;3.6
36031;Buzançais;2.3
3604;Buzançais;2.4
36045;Châtillon-sur-Indre;3.7
36046;La Châtre;2.9
3605;Châteauroux-1;4.2
3608;La Châtre;1.6
36088;Issoudun;2.2
36093;Levroux;2
3610;Levroux;2.8
3612;Saint-Gaultier;2.3
36228;Valençay;2.3
3689;Saint-Maur;3.4
3699;Châteauroux;3.1
3701;Amboise;3.8
37011;Avoine;4.9
37014;Azay-le-Rideau;3.9
3702;Ballan-Miré;4.7
3703;Bléré;4.2
37031;Bourgueil;4.1
3704;Château-Renault;3.3
3706;Descartes;3
37062;Château-la-Vallière;3.1
37063;Château-Renault;3.9
3707;Joué-lès-Tours;4.1
37072;Chinon;4.3
3708;Langeais;3.6
3710;Montlouis-sur-Loire;4.5
37104;Esvres;3.4
3711;Monts;3.6
37115;Descartes;2.9
37119;L'Île-Bouchard;3.7
3712;Saint-Cyr-sur-Loire;4.4
37123;Langeais;3.7
3713;Sainte-Maure-de-Touraine;2
37130;Ligueil;3.4
37132;Loches;3.5
3714;Saint-Pierre-des-Corps;4.9
37159;Monts;3.3
3719;Vouvray;3.7
37196;Richelieu;2.9
37226;Sainte-Maure-de-Touraine;3.3
3799;Tours;4.7
38001;Les Abrets en Dauphiné;3
38006;Allevard;3.4
3801;Bièvre;2.3
38013;Apprieu;3.4
3802;Bourgoin-Jallieu;4.2
38022;Les Avenières Veyrins-Thuellin;2.2
3803;Chartreuse-Guiers;2.2
38034;Beaurepaire;2.2
3804;Charvieu-Chavagneux;2.9
3805;Échirolles;5.4
38052;Le Bourg-d'Oisans;5.8
3806;Fontaine-Seyssinet;5.9
3807;Fontaine-Vercors;3.8
3808;Le Grand-Lemps;3.1
38085;Charvieu-Chavagneux;2.8
3810;Grenoble-2;4.4
3813;Le Haut-Grésivaudan;4.1
38130;La Côte-Saint-André;2.8
38138;Crémieu;2.6
3814;L'Isle-d'Abeau;4.4
38140;Crolles;3.5
3816;Meylan;6.3
3817;Morestel;1.5
3818;Le Moyen Grésivaudan;3.7
38189;Heyrieux;2.6
3819;Oisans-Romanche;2.9
3820;Le Pont-de-Claix;4.4
3821;Roussillon;2.7
3822;Saint-Martin-d'Hères;4.9
3823;Le Sud Grésivaudan;2.9
3824;La Tour-du-Pin;3.4
38247;Montalieu-Vercieu;2.2
3825;Tullins;4.2
3826;La Verpillière;4.7
38269;La Mure;3.6
3827;Vienne-1;3.5
3828;Vienne-2;3.2
3829;Voiron;4
38314;Pontcharra;4.7
38315;Le Pont-de-Beauvoisin;2.7
38384;Saint-Étienne-de-Saint-Geoirs;3.2
38399;Saint-Jean-de-Bournay;2.6
38412;Saint-Laurent-du-Pont;3.8
38416;Saint-Marcellin;2.8
38511;Le Touvet;4.4
38517;Tullins;2.9
38545;Vif;2
38548;Villard-de-Lans;5.7
38557;Villette-d'Anthon;1.9
38559;Vinay;2.2
38562;Vizille;2.6
3897;Fontaine;2.9
3898;Grenoble;4.2
3899;Vienne;3.7
3901;Arbois;5
39013;Arbois;4.2
3902;Authume;3.9
3903;Bletterans;3.3
3905;Dole-1;4.9
39056;Bletterans;4.1
3906;Dole-2;4.4
3909;Moirans-en-Montagne;2.5
39097;Champagnole;3.3
3910;Mont-sous-Vaudrey;3.9
39128;Chaussin;2.5
39154;Clairvaux-les-Lacs;3.9
3916;Coteaux du Lizon;2.3
3917;Tavaux;2.4
39300;Lons-le-Saunier;3.8
39333;Moirans-en-Montagne;3.6
39368;Hauts de Bienne;2.7
39397;Orgelet;3.2
39434;Poligny;3.3
39470;Les Rousses;3.4
39475;Saint-Amour;2.1
39478;Saint-Claude;3.2
39487;Saint-Laurent-en-Grandvaux;2.8
39500;Salins-les-Bains;4.1
39526;Tavaux;3.9
3998;Dole;5
40001;Aire-sur-l'Adour;3.8
4001;Adour Armagnac;3.2
4002;Chalosse Tursan;3.4
4004;Coteau de Chalosse;3.7
40046;Biscarrosse;4.9
4005;Dax-1;4.4
4006;Dax-2;4.6
40065;Capbreton;5.8
40075;Castets;3.6
4008;Haute Lande Armagnac;3.9
4010;Mont-de-Marsan-1;3.3
4011;Mont-de-Marsan-2;4.4
40119;Hagetmau;3.4
4012;Orthe et Arrigans;3.2
4013;Pays morcenais tarusate;3.8
40133;Labenne;6.2
4015;Seignanx;5.2
40184;Mimizan;3.8
40194;Montfort-en-Chalosse;3.2
40197;Morcenx-la-Nouvelle;3.9
40217;Parentis-en-Born;4.3
40224;Peyrehorade;3.5
40233;Pouillon;3.5
40245;Roquefort;3.1
40282;Saint-Sever;3.1
40284;Saint-Vincent-de-Tyrosse;5.5
40296;Seignosse;5.6
40310;Soustons;4.7
40313;Tartas;3.5
4098;Dax;4.9
4099;Mont-de-Marsan;4.5
4101;La Beauce;2.1
4103;Blois-2;3
4104;Blois-3;3
4105;Chambord;2.9
41059;Le Controis-en-Sologne;3
4108;Veuzain-sur-Loire;2.2
41106;Lamotte-Beuvron;3.2
41136;Mer;2.6
41143;Mondoubleau;0.8
41149;Montoire-sur-le-Loir;2.7
4115;Vineuil;3.8
41151;Montrichard Val de Cher;3.3
41167;Veuzain-sur-Loire;3
41173;Beauce la Romaine;1.3
41194;Romorantin-Lanthenay;2.8
41198;Saint-Aignan;2.9
41232;Salbris;1.8
41242;Selles-sur-Cher;2.5
41269;Vendôme;2.3
4199;Blois;3.5
4201;Andrézieux-Bouthéon;4.5
42011;Balbigny;2.9
42019;Boën-sur-Lignon;2.9
4202;Boën-sur-Lignon;0.3
42023;Bourg-Argental;2.6
4203;Charlieu;2.4
4204;Le Coteau;3.4
4205;Feurs;2.7
42052;Charlieu;2.2
42059;Chazelles-sur-Lyon;3.4
4206;Firminy;3.2
4207;Montbrison;3.3
4208;Le Pilat;2.5
4209;Renaison;2.4
42094;Feurs;3.3
4210;Rive-de-Gier;3.2
4211;Roanne-1;3.5
4212;Roanne-2;3.3
4213;Saint-Chamond;3.3
42147;Montbrison;3.2
42149;Montrond-les-Bains;3.5
4215;Saint-Etienne-2;4
4216;Saint-Etienne-3;5.5
42165;Panissières;2.6
42168;Pélussin;2.5
4217;Saint-Etienne-4;5.4
4218;Saint-Etienne-5;4.2
4220;Saint-Just-Saint-Rambert;4.3
42204;Saint-Bonnet-le-Château;3.1
4221;Sorbiers;3.3
42230;Saint-Germain-Laval;2.5
4298;Roanne;3.3
4299;Saint-Étienne;4.1
4301;Aurec-sur-Loire;3.3
4302;Bas-en-Basset;1.4
43040;Brioude;3
4305;Les Deux Rivières et Vallées;3.4
43051;Le Chambon-sur-Lignon;4.5
4306;Emblavez-et-Meygal;2.8
4308;Mézenc;2.9
43080;Craponne-sur-Arzon;3.4
43087;Dunières;3.9
43112;Langeac;2.9
4312;Le Puy-en-Velay-1;3.9
4313;Le Puy-en-Velay-2;4.6
43137;Monistrol-sur-Loire;4
4314;Le Puy-en-Velay-3;4.5
4315;Le Puy-en-Velay-4;4.9
4316;Saint-Paulien;2.1
43162;Retournac;2.9
4318;Velay volcanique;2.3
43200;Saint-Julien-Chapteuil;2.8
43216;Saint-Paulien;3
43224;Sainte-Sigolène;3.2
43234;Saugues;0.1
43244;Tence;4.2
43268;Yssingeaux;3.3
4399;Le Puy-en-Velay;4.7
44002;Aigrefeuille-sur-Maine;3
44003;Ancenis-Saint-Géréon;2.7
44015;Blain;3
4402;La Baule-Escoublac;4.3
44036;Châteaubriant;2.9
4404;Carquefou;5
44043;Clisson;3.9
4405;La Chapelle-sur-Erdre;3.8
44051;Derval;2.3
44067;Guémené-Penfao;1.9
44072;Herbignac;3.1
44073;Héric;3.9
44081;Legé;2.8
44082;Ligné;2.5
44084;Le Loroux-Bottereau;3.7
44087;Machecoul-Saint-Même;2.8
4409;Guérande;4
44110;Nort-sur-Erdre;2.6
44113;Nozay;3.1
44120;Le Pellerin;3.3
44129;Pontchâteau;3.2
44131;Pornic;3.4
44158;Saint-Étienne-de-Montluc;2.8
4418;Nort-sur-Erdre;2.1
44180;Vallons-de-l'Erdre;2.2
44186;Sainte-Pazanne;2.4
44188;Saint-Philbert-de-Grand-Lieu;2.9
44195;Savenay;3.4
44209;Treillières;3.2
4421;Rezé-1;4.5
44212;Vallet;3.4
44213;Loireauxence;2
4423;Saint-Brevin-les-Pins;3.5
4424;Saint-Herblain-1;3.9
4425;Saint-Herblain-2;5.3
4427;Saint-Nazaire-2;3.9
4428;Saint-Philbert-de-Grand-Lieu;3.8
4429;Saint-Sébastien-sur-Loire;5.3
4431;Vertou;4.1
4496;Nantes;4.9
4497;Rezé;5.6
4498;Saint-Herblain;5
4499;Saint-Nazaire;3.7
4502;Châlette-sur-Loing;2.5
45028;Beaugency;2.5
45030;Beaune-la-Rolande;1.4
45031;Bellegarde;1.3
4504;Courtenay;1.9
4505;La Ferté-Saint-Aubin;2.4
45053;Briare;2.7
4506;Fleury-les-Aubrais;2.9
4508;Lorris;2.6
45082;Châteauneuf-sur-Loire;2.5
45085;Châtillon-Coligny;1.7
4510;Meung-sur-Loire;2
4511;Montargis;2.4
45115;Courtenay;1.3
4512;Olivet;3.3
45145;Ferrières-en-Gâtinais;1.2
45146;La Ferté-Saint-Aubin;2.5
4515;Orléans-3;3.5
45155;Gien;2.8
45173;Jargeau;2.9
4518;Saint-Jean-de-Braye;2.5
45187;Lorris;1.6
4519;Saint-Jean-de-la-Ruelle;3.9
45191;Le Malesherbois;2.2
4520;Saint-Jean-le-Blanc;3.2
45203;Meung-sur-Loire;2.7
45224;Neuville-aux-Bois;1.9
45248;Patay;1.5
45252;Pithiviers;1.7
45258;Puiseaux;1.8
45315;Sully-sur-Loire;2.5
4599;Orléans;3.1
46042;Cahors;3.4
46045;Cajarc;2.5
46063;Castelnau-Montratier;1.4
46102;Figeac;2.9
4611;Lacapelle-Marival;2.2
46127;Gourdon;3.2
46128;Gramat;2.8
4614;Martel;3.1
46143;Lacapelle-Marival;3.1
4617;Souillac;0.8
46225;Prayssac;3.2
46251;Saint-Céré;3.1
46309;Souillac;3.6
46330;Vayrac;3.5
47004;Aiguillon;3.2
4701;Agen-1;2.7
4702;Agen-2;3
4704;Agen-4;4.1
4705;L'Albret;2.1
47052;Casteljaloux;3.4
47057;Castillonnès;2.4
4706;Le Confluent;3.1
4707;Les Coteaux de Guyenne;2.1
4709;Le Fumélois;1.8
4710;Le Haut Agenais Périgord;1.8
47106;Fumel;2.4
4711;Lavardac;3
4712;Le Livradais;2.4
4715;L'Ouest agenais;3.3
47157;Marmande;3.4
4716;Le Pays de Serres;2
47168;Miramont-de-Guyenne;2.1
4717;Le Sud-Est agenais;2.6
47175;Monflanquin;2.9
4718;Tonneins;1.6
47195;Nérac;3.4
4720;Villeneuve-sur-Lot-1;2.1
4721;Villeneuve-sur-Lot-2;3
47310;Tonneins;2.6
4797;Agen;4.3
4799;Villeneuve-sur-Lot;3.4
48034;La Canourgue;3.6
48061;Florac Trois Rivières;4
48080;Langogne;2
48092;Marvejols;1.8
48095;Mende;3.3
48140;Saint-Chély-d'Apcher;2.6
49018;Baugé-en-Anjou;3.3
4902;Angers-2;4.5
49021;Beaufort-en-Anjou;3.8
49023;Beaupréau-en-Mauges;3
4903;Angers-3;4.6
4904;Angers-4;4.2
4905;Angers-5;5.1
49050;Brissac Loire Aubance;4.8
49054;Candé;2.5
4906;Angers-6;5.2
49063;Chalonnes-sur-Loire;4.4
4907;Angers-7;4.1
49080;Les Hauts-d'Anjou;3.6
4909;Beaupréau-en-Mauges;3.9
49092;Chemillé-en-Anjou;2.8
4910;Chalonnes-sur-Loire;3.6
4911;Chemillé-en-Anjou;3.3
49125;Doué-en-Anjou;3.1
49126;Orée d'Anjou;2.8
49127;Durtal;2.6
4913;Cholet-2;2.4
4917;Les Ponts-de-Cé;4.3
49176;Le Lion-d'Angers;3.8
4918;Sèvremoine;3.5
49180;Longué-Jumelles;2.7
49214;Montreuil-Juigné;4
49215;Montreuil-Bellay;2.8
49218;Montrevault-sur-Èvre;1.4
49228;Noyant-Villages;3.3
49244;Mauges-sur-Loire;4.4
49248;Ombrée d'Anjou;2.5
49261;Gennes-Val-de-Loire;3.8
49283;Saint-Georges-sur-Loire;3.9
49301;Sèvremoine;2.9
49307;Loire-Authion;3.9
49328;Saumur;3.3
49331;Segré-en-Anjou Bleu;3.8
49333;Seiches-sur-le-Loir;3.5
49345;Bellevigne-en-Layon;3
49347;Tiercé;3.4
49373;Lys-Haut-Layon;3.7
4998;Angers;5.9
4999;Cholet;3.9
50003;Agon-Coutainville;3.4
50025;Avranches;3.2
50031;Barneville-Carteret;1.4
5004;Bricquebec-en-Cotentin;3.1
50074;Brécey;1.7
50076;Bréhal;3.8
5008;Cherbourg-en-Cotentin-3;3.3
50082;Bricquebec-en-Cotentin;2.2
50099;Carentan-les-Marais;2.7
5014;La Hague;2.2
50147;Coutances;3.7
5017;Les Pieux;2.4
50218;Granville;4.6
50236;La Haye;2.6
5024;Cherbourg-en-Cotentin-5;3.2
5025;Valognes;3.4
5026;Val-de-Saire;2.7
50341;Montebourg;2.8
