Insee - Statistiques locales; ; 
47310;Tonneins;19.4
47323;Villeneuve-sur-Lot;19.3
48034;La Canourgue;14.4
48061;Florac Trois Rivières;20.1
48080;Langogne;19.2
48092;Marvejols;13.2
48095;Mende;12.1
48140;Saint-Chély-d'Apcher;15
49007;Angers;14.7
49018;Baugé-en-Anjou;11.9
49021;Beaufort-en-Anjou;8.3
49023;Beaupréau-en-Mauges;7.7
49050;Brissac Loire Aubance;6.8
49054;Candé;12.9
49063;Chalonnes-sur-Loire;8.1
49080;Les Hauts-d'Anjou;10.7
49092;Chemillé-en-Anjou;8.9
49099;Cholet;10.6
49125;Doué-en-Anjou;11.9
49126;Orée d'Anjou;6.7
49127;Durtal;10
49176;Le Lion-d'Angers;7.5
49180;Longué-Jumelles;13.7
49214;Montreuil-Juigné;6.3
49215;Montreuil-Bellay;13.5
49218;Montrevault-sur-Èvre;8.5
49228;Noyant-Villages;19.6
49244;Mauges-sur-Loire;8.5
49248;Ombrée d'Anjou;14.7
49261;Gennes-Val-de-Loire;11.7
49283;Saint-Georges-sur-Loire;5.5
49301;Sèvremoine;6.8
49307;Loire-Authion;5.6
49328;Saumur;14.6
49331;Segré-en-Anjou Bleu;11.3
49333;Seiches-sur-le-Loir;8.5
49345;Bellevigne-en-Layon;7.7
49347;Tiercé;6.7
49373;Lys-Haut-Layon;11.1
50003;Agon-Coutainville;9.9
50025;Avranches;10.2
50031;Barneville-Carteret;11.2
50074;Brécey;15.3
50076;Bréhal;10.5
50082;Bricquebec-en-Cotentin;9.2
50099;Carentan-les-Marais;13.3
50129;Cherbourg-en-Cotentin;11.6
50147;Coutances;13.3
50218;Granville;9.9
50236;La Haye;12.7
50341;Montebourg;11.5
50359;Mortain-Bocage;15.4
50394;Périers;14.1
50402;Les Pieux;7.6
50410;Pontorson;13.2
50484;Saint-Hilaire-du-Harcouët;13.5
50487;Saint-James;13.5
50502;Saint-Lô;11.6
50539;Saint-Pierre-Église;9
50582;Sourdeval;18.4
50601;Torigny-les-Villes;11.7
50615;Valognes;10.9
50639;Villedieu-les-Poêles-Rouffigny;14.2
51030;Aÿ-Champagne;6.7
51108;Châlons-en-Champagne;15.2
51217;Dormans;10.7
51230;Épernay;11.9
51248;Fère-Champenoise;13.9
51250;Fismes;12.6
51380;Montmirail;14.5
51388;Mourmelon-le-Grand;9.7
51454;Reims;16.8
51507;Sainte-Menehould;14.8
51535;Sézanne;12.8
51559;Suippes;12.9
51612;Blancs-Coteaux;8.5
51649;Vitry-le-François;15
52060;Bourbonne-les-Bains;18.2
52093;Chalindrey;11.5
52121;Chaumont;13.7
52197;Fayl-Billot;15.2
52250;Joinville;18.1
52269;Langres;13.6
52331;La Porte du Der;15.2
52353;Nogent;12.7
52448;Saint-Dizier;17.5
52550;Wassy;15
53003;Ambrières-les-Vallées;13.3
53062;Château-Gontier-sur-Mayenne;9.8
53077;Cossé-le-Vivien;9.1
53084;Craon;11.6
53096;Ernée;11.7
53097;Évron;12.8
53107;Gorron;15.6
53130;Laval;11.3
53147;Mayenne;10.2
53152;Meslay-du-Maine;9.4
53185;Pré-en-Pail-Saint-Samson;15
53271;Villaines-la-Juhel;14.7
54039;Baccarat;15.8
54076;Blainville-sur-l'Eau;9.7
54099;Val de Briey;15.5
54159;Dombasle-sur-Meurthe;10
54273;Jarny;12
54280;Jœuf;17.2
54322;Longuyon;15.8
54323;Longwy;20.9
54328;Ludres;5
54329;Lunéville;14.9
54395;Nancy;17.5
54397;Neuves-Maisons;8.7
54431;Pont-à-Mousson;11.8
54528;Toul;12.4
54563;Vézelise;8.3
54580;Villerupt;17.2
55029;Bar-le-Duc;13.4
55122;Commercy;16
55181;Étain;17.7
55291;Ligny-en-Barrois;12.6
55351;Montmédy;15.4
55427;Revigny-sur-Ornain;13.7
55463;Saint-Mihiel;14.7
55502;Stenay;19.8
55533;Vaucouleurs;15.8
55545;Verdun;14.9
56001;Allaire;12.4
56003;Arradon;5.5
56007;Auray;9.6
56010;Baud;9.6
56013;Belz;9.7
56034;Carnac;8.9
56053;Elven;8.7
56057;Le Faouët;16.9
56061;La Gacilly;12.3
56066;Gourin;15.3
56067;Grand-Champ;6.8
56073;Guémené-sur-Scorff;20.4
56075;Guer;9.9
56078;Guidel;6.4
56083;Hennebont;9.6
56091;Josselin;13.3
56098;Lanester;13.6
56117;Locminé;10.3
56121;Lorient;14.3
56124;Malestroit;10.1
56127;Mauron;16.8
56143;Muzillac;8.3
56147;Nivillac;9.5
56152;Le Palais;11.2
56164;Ploeren;7.3
56165;Ploërmel;10.3
56166;Plouay;12.4
56169;Plouhinec;9.3
56177;Pluvigner;8.3
56178;Pontivy;12.5
56184;Questembert;11
56186;Quiberon;9.6
56193;Riantec;9.9
56240;Sarzeau;8.2
56251;Theix-Noyalo;7.1
56260;Vannes;12
57019;Amnéville;15.5
57089;Bitche;12.7
57097;Boulay-Moselle;11.2
57106;Bouzonville;14.2
57132;Château-Salins;10.7
57160;Creutzwald;16.1
57177;Dieuze;15
57207;Farébersviller;18.3
57209;Faulquemont;12.7
57227;Forbach;24.2
57240;Freyming-Merlebach;22.3
57269;Guénange;10.3
57323;Hettange-Grande;9.3
57413;Longeville-lès-Saint-Avold;10.3
57443;Marange-Silvange;10
57463;Metz;16.5
57483;Morhange;15.6
57540;Phalsbourg;9.4
57556;Puttelange-aux-Lacs;12.8
57572;Rémilly;7.3
57589;Rohrbach-lès-Bitche;8.4
57606;Saint-Avold;18.3
57628;Sarralbe;12.4
57630;Sarrebourg;12.8
57631;Sarreguemines;14.7
57672;Thionville;17.3
58059;La Charité-sur-Loire;14.6
58062;Château-Chinon (Ville);19.5
58079;Clamecy;17.5
58083;Corbigny;16.5
58086;Cosne-Cours-sur-Loire;14.4
58095;Decize;15.6
58134;Imphy;13.9
58149;Luzy;18.2
58194;Nevers;15.3
58218;Prémery;17.1
58264;Saint-Pierre-le-Moûtier;19.4
59011;Annœullin;10
59015;Arleux;11.5
59017;Armentières;14.1
59033;Aulnoye-Aymeries;21.8
59036;Avesnes-sur-Helpe;20.3
59037;Avesnes-les-Aubert;17.3
59051;La Bassée;12.4
59053;Bavay;13.8
59067;Bergues;10.8
59094;Bourbourg;15.7
59107;Bray-Dunes;11.3
59122;Cambrai;16.7
59136;Le Cateau-Cambrésis;26.3
59139;Caudry;21.2
59168;Cysoing;6.5
59172;Denain;28.2
59178;Douai;19.9
59183;Dunkerque;19.8
59239;Flines-lez-Raches;9
59249;Fourmies;31.6
59273;Gravelines;13.9
59295;Hazebrouck;13.2
59324;Jeumont;30.1
59331;Landrecies;19.9
59350;Lille;20.4
59375;Marchiennes;9.7
59392;Maubeuge;28.9
59400;Merville;10.8
59449;Orchies;8.1
59462;Phalempin;5.5
59466;Pont-à-Marcq;5.8
59481;Le Quesnoy;13
59484;Quiévrechain;28.7
59526;Saint-Amand-les-Eaux;12.9
59571;Solesmes;18.2
59574;Somain;19.8
59580;Steenvoorde;10.6
59601;Trélon;21.4
59606;Valenciennes;22.3
59616;Vieux-Condé;27.4
59653;Wavrin;8.3
59663;Wormhout;9.6
60057;Beauvais;17.4
60103;Bresles;8.6
60104;Breteuil;13.5
60141;Chantilly;6.9
60143;Chaumont-en-Vexin;7.1
60157;Clermont;8.3
60159;Compiègne;13.5
60175;Creil;25.5
60176;Crépy-en-Valois;8.3
60178;Crèvecœur-le-Grand;12.3
60223;Estrées-Saint-Denis;6.2
60245;Formerie;16.6
60286;Grandvilliers;13.4
60360;Liancourt;10.1
60395;Méru;10.5
60471;Noyon;18.1
60500;Le Plessis-Belleville;5.8
60509;Pont-Sainte-Maxence;13.1
60533;Ressons-sur-Matz;9
60581;Saint-Just-en-Chaussée;11.8
60612;Senlis;8.7
60636;Thourotte;9.8
60667;Verberie;8
61001;Alençon;15.5
61006;Argentan;16.1
61038;Bellême;12.2
61145;Domfront en Poiraie;15.9
61168;La Ferté Macé;13.8
61169;Flers;15.1
61181;Gacé;19.1
61214;L'Aigle;16.5
61293;Mortagne-au-Perche;15.4
61464;Sées;14
61486;Tinchebray-Bocage;14.3
61508;Vimoutiers;19.2
62014;Aire-sur-la-Lys;14.5
62038;Ardres;13.3
62041;Arras;14.8
62045;Aubigny-en-Artois;8.6
62048;Auchel;19.3
62057;Audruicq;13.3
62060;Auxi-le-Château;22.4
62080;Bapaume;14
62108;Berck;14.3
62119;Béthune;16.5
62160;Boulogne-sur-Mer;20.5
62178;Bruay-la-Buissière;24.8
62193;Calais;23.2
62268;Desvres;15.8
62318;Étaples;13.8
62361;Frévent;22.2
62364;Fruges;19.7
62397;Guînes;18.3
62447;Hesdin-la-Forêt;20.2
62497;Leforest;17.2
62498;Lens;23.3
62534;Lumbres;14.2
62560;Marquise;15
62588;Montreuil-sur-Mer;13.2
62617;Nœux-les-Mines;19.7
62765;Saint-Omer;17.2
62767;Saint-Pol-sur-Ternoise;16.5
62773;Samer;13.9
62861;Vimy;6.8
62893;Wimereux;13.3
62895;Wingles;15.5
63003;Ambert;16.5
63010;Arlanc;19.2
63038;Besse-et-Saint-Anastaise;14.4
63040;Billom;10.4
63047;La Bourboule-Mont-Dore;17.3
63113;Clermont-Ferrand;15.1
63125;Courpière;18.1
63178;Issoire;13.4
63195;Lezoux;9.2
63214;Les Martres-de-Veyre;6.1
63283;Pontaumur;19.9
63284;Pont-du-Château;8.2
63285;Pontgibaud;9.9
63300;Riom;10
63338;Saint-Éloy-les-Mines;17.7
63430;Thiers;16.8
63457;Vic-le-Comte;7.7
64061;Artix;8.4
64062;Arudy;12.3
64063;Arzacq-Arraziguet;12.7
64102;Bayonne;11.4
64160;Cambo-les-Bains;9.8
64233;Garlin;13.4
64256;Hasparren;11.7
64260;Hendaye;14.5
64320;Laruns;14.2
64331;Lembeye;15
64371;Mauléon-Licharre;15.6
64393;Monein;10.2
64410;Mourenx;16
64416;Navarrenx;15
64417;Nay;8.8
64422;Oloron-Sainte-Marie;14.1
64430;Orthez;11.8
64445;Pau;13.7
64453;Pontacq;10.2
64483;Saint-Jean-de-Luz;11.5
64485;Saint-Jean-Pied-de-Port;16.5
64493;Saint-Palais;14.5
64495;Saint-Pée-sur-Nivelle;11
64499;Salies-de-Béarn;15.3
64526;Soumoulou;8.3
65025;Argelès-Gazost;13.4
65031;Arreau;16.2
65059;Bagnères-de-Bigorre;15
65258;Lannemezan;15.4
65286;Lourdes;18.3
65295;Luz-Saint-Sauveur;16.3
65304;Maubourguet;17.5
65440;Tarbes;15.6
65452;Trie-sur-Baïse;20.1
65460;Vic-en-Bigorre;15.5
66003;Amélie-les-Bains-Palalda;25.5
66016;Banyuls-sur-Mer;16.1
66024;Le Boulou;17.7
66025;Bourg-Madame;15.6
66037;Canet-en-Roussillon;16.9
66049;Céret;17.1
66088;Ille-sur-Têt;20.6
66108;Millas;19.4
66124;Font-Romeu-Odeillo-Via;16.2
66136;Perpignan;25.2
66144;Pollestres;14.1
66148;Port-Vendres;19.3
66149;Prades;24.1
66171;Saint-Cyprien;16.3
66180;Saint-Laurent-de-la-Salanque;17.3
66210;Thuir;16
67021;Barr;8.3
67028;Benfeld;7.1
67061;Bouxwiller;9.2
67067;Brumath;5.3
67095;Diemeringen;10.6
67106;Drusenheim;6.9
67130;Erstein;8.5
67152;Geispolsheim;6.7
67180;Haguenau;10.9
67202;Hochfelden;5
67205;Hœrdt;5
67222;Ingwiller;9.1
67281;Marckolsheim;7.3
67282;Marlenheim;5.1
67283;Marmoutier;7.3
67300;Molsheim;7
67348;Obernai;8
67372;Val-de-Moder;6.8
67388;Reichshoffen;9.7
67411;Rosheim;5
67434;Sarre-Union;13.9
67437;Saverne;10.3
67448;Schirmeck;9.7
67462;Sélestat;9.6
67463;Seltz;7.9
67474;Soultz-sous-Forêts;7.3
67482;Strasbourg;20.9
67495;Truchtersheim;5
67507;Villé;7.1
67519;La Wantzenau;5.7
67520;Wasselonne;7.4
67544;Wissembourg;12.1
67550;Wœrth;6.5
68004;Altkirch;8.7
68063;Cernay;9.9
68066;Colmar;12.9
68068;Dannemarie;7.6
68082;Ensisheim;5.9
68112;Guebwiller;10.3
68138;Hirsingue;7
68162;Kaysersberg Vignoble;8.2
68201;Masevaux-Niederbruck;8.2
68224;Mulhouse;20.1
68226;Munster;8.6
68269;Ribeauvillé;8.2
68287;Rouffach;6.6
68297;Saint-Louis;12
68298;Sainte-Marie-aux-Mines;15.1
68309;Sierentz;5
68334;Thann;11.2
69006;Amplepuis;12.4
69010;L'Arbresle;7.4
69018;Beaujeu;11.2
69019;Belleville-en-Beaujolais;8.3
69024;Val d'Oingt;6.1
69064;Condrieu;8.2
69066;Cours;13.4
69091;Givors;16.3
69112;Lentilly;5
69123;Lyon;16
69141;Mornant;5.4
69143;Neuville-sur-Saône;7.5
69201;Sainte-Foy-l'Argentière;8.6
69220;Saint-Laurent-de-Chamousset;8.5
69227;Saint-Martin-en-Haut;6.9
69238;Saint-Symphorien-sur-Coise;9.5
69243;Tarare;12.1
69248;Thizy-les-Bourgs;13.6
69264;Villefranche-sur-Saône;11.9
69287;Saint-Bonnet-de-Mure;5
70198;Dampierre-sur-Salon;13.2
70279;Gray;14.7
70285;Héricourt;12.7
70292;Jussey;17.7
70310;Lure;13.5
70311;Luxeuil-les-Bains;15.8
70334;Marnay;7.1
70421;Port-sur-Saône;12.5
70447;Rioz;8
70467;Saint-Loup-sur-Semouse;18.7
70550;Vesoul;14.2
70561;Villersexel;14.7
71014;Autun;16.5
71047;Bourbon-Lancy;13.7
71073;Chagny;8.1
71076;Chalon-sur-Saône;13.7
71090;La Chapelle-de-Guinchay;7.5
71106;Charolles;13
71120;Chauffailles;12.4
71133;La Clayette;12.2
71137;Cluny;12
71153;Le Creusot;14
71176;Digoin;16
71192;Étang-sur-Arroux;15.4
71221;Givry;5.9
71230;Gueugnon;12.2
71263;Louhans;14.5
71270;Mâcon;13.6
71275;Marcigny;13.4
71306;Montceau-les-Mines;14.7
71310;Montchanin;11
71342;Paray-le-Monial;11.5
71351;Pierre-de-Bresse;15.4
71417;Saint-Gengoux-le-National;10.7
71419;Saint-Germain-du-Bois;13.3
71512;Sennecey-le-Grand;9.6
71543;Tournus;12.5
72029;Beaumont-sur-Sarthe;11
72039;Bonnétable;10.7
72068;La Chartre-sur-le-Loir;14
72071;Montval-sur-Loir;14.9
72089;Conlie;10.1
72090;Connerré;10.9
72124;Écommoy;9.6
72132;La Ferté-Bernard;11.9
72138;Fresnay-sur-Sarthe;14.2
72143;Le Grand-Lucé;12.8
72154;La Flèche;12
72168;Loué;11.2
72176;Le Lude;15.3
72180;Mamers;15.6
72181;Le Mans;15.7
72189;Marolles-les-Braults;14.5
72213;Mulsanne;7.3
72231;Parigné-l'Évêque;6.5
72264;Sablé-sur-Sarthe;12.9
72269;Saint-Calais;13.3
72334;Sillé-le-Guillaume;16.9
72346;La Suze-sur-Sarthe;7.9
72373;Vibraye;10.5
73006;Aime-la-Plagne;10.7
73008;Aix-les-Bains;10
73010;Entrelacs;6.3
73011;Albertville;11.6
73034;Beaufort;11.3
73054;Bourg-Saint-Maurice;14.1
73055;Bozel;14
73065;Chambéry;12.2
73157;Modane;13.2
73171;Montmélian;8.5
73181;Moûtiers;14.6
73215;Valgelon-La Rochette;7.8
73236;Saint-Genix-les-Villages;9.8
73248;Saint-Jean-de-Maurienne;11.1
73270;Saint-Pierre-d'Albigny;7.7
73303;Ugine;12.5
73304;Val-d'Isère;20.8
73330;Yenne;8.2
74010;Annecy;8.4
74012;Annemasse;14.8
74042;Bonneville;9
74043;Bons-en-Chablais;6.3
74056;Chamonix-Mont-Blanc;15.1
74081;Cluses;11.6
74096;Cruseilles;5.2
74105;Douvaine;8.7
74123;Faverges-Seythenex;9.2
74137;Groisy;5
74191;Morzine;14.4
74220;Reignier-Ésery;7.5
74224;La Roche-sur-Foron;7.7
74225;Rumilly;7.1
74236;Saint-Gervais-les-Bains;10.6
74243;Saint-Julien-en-Genevois;9.6
74256;Sallanches;9
74258;Samoëns;11.3
74269;Seyssel;7.9
74276;Taninges;7.4
74280;Thônes;7.5
74281;Thonon-les-Bains;9.8
74311;Viuz-en-Sallaz;6.3
75056;Paris;16.8
76034;Val-de-Scie;9.5
76035;Aumale;15.5
76057;Barentin;10.6
76101;Blangy-sur-Bresle;15.2
76114;Bolbec;14
76146;Buchy;6.9
76159;Cany-Barville;12.3
76164;Rives-en-Seine;10.7
76196;Criquetot-l'Esneval;5
76217;Dieppe;16.1
76219;Doudeville;11.3
76222;Duclair;9.9
76255;Eu;14.2
76258;Terres-de-Caux;9.7
76259;Fécamp;13.3
76276;Forges-les-Eaux;14.7
76302;Goderville;7.1
76312;Gournay-en-Bray;13.3
76351;Le Havre;18.4
76400;Luneray;10.7
76462;Neufchâtel-en-Bray;14.7
76476;Port-Jérôme-sur-Seine;12.2
76482;Offranville;8.5
76540;Rouen;16.9
76647;Saint-Romain-de-Colbosc;5.2
76648;Saint-Saëns;13.2
76655;Saint-Valery-en-Caux;12.8
76752;Yerville;7.7
76758;Yvetot;10.4
77051;Bray-sur-Seine;10.5
77053;Brie-Comte-Robert;7.7
77088;La Chapelle-la-Reine;6.9
77100;Le Châtelet-en-Brie;5
77118;Claye-Souilly;6.4
77131;Coulommiers;9.8
77142;Crécy-la-Chapelle;6.4
77153;Dammartin-en-Goële;7.2
77171;Esbly;6
77182;La Ferté-Gaucher;12.4
77183;La Ferté-sous-Jouarre;11.6
77186;Fontainebleau;9.5
77192;Fontenay-Trésigny;6.7
77268;Magny-le-Hongre;7.5
77284;Meaux;14.9
77288;Melun;20.1
77305;Montereau-Fault-Yonne;18.4
77316;Moret-Loing-et-Orvanne;9.3
77327;Nangis;11
77333;Nemours;13.3
77379;Provins;15
77393;Rozay-en-Brie;5.6
77407;Saint-Fargeau-Ponthierry;7.1
77437;Saint-Soupplets;5.6
77458;Souppes-sur-Loing;15.5
77470;Tournan-en-Brie;9.1
78029;Aubergenville;12.6
78089;Bonnières-sur-Seine;11.9
78217;Épône;5.5
78220;Les Essarts-le-Roi;5.4
78267;Gargenville;9
78310;Houdan;5
78361;Mantes-la-Jolie;21.2
78420;Montfort-l'Amaury;5.6
78455;Noisy-le-Roi;5
78486;Le Perray-en-Yvelines;5.2
78513;La Queue-les-Yvelines;5
78517;Rambouillet;7
78537;Saint-Arnoult-en-Yvelines;5
79005;Airvault;14.7
79048;La Crèche;5
79049;Bressuire;15.3
79061;Celles-sur-Belle;6.9
79062;Cerizay;12.2
79079;Mauléon;9.3
79083;Chef-Boutonne;19.4
79101;Coulonges-sur-l'Autize;12
79174;Melle;14.2
79179;Moncoutant-sur-Sèvre;14
79191;Niort;10.8
79195;Nueil-les-Aubiers;14
79202;Parthenay;14.1
79270;Saint-Maixent-l'École;13
79307;Sauzé-entre-Bois;21.5
79311;Secondigny;15.4
79329;Thouars;14.5
80001;Abbeville;17.3
80010;Ailly-sur-Noye;9.3
80013;Airaines;16.5
80016;Albert;14.8
80021;Amiens;18.6
80211;Conty;9.7
80212;Corbie;9.9
80222;Crécy-en-Ponthieu;15.6
80253;Doullens;16.7
80318;Flixecourt;15
80368;Friville-Escarbotin;13.9
80373;Gamaches;15.7
80410;Ham;18
80561;Montdidier;16.1
80570;Moreuil;10.8
80606;Oisemont;16.9
80620;Péronne;16.4
80630;Poix-de-Picardie;11.9
80680;Rosières-en-Santerre;15.8
80685;Roye;16
80688;Rue;15.6
80721;Saint-Valery-sur-Somme;14.8
80799;Villers-Bretonneux;7.3
81003;Alban;20.4
81004;Albi;14.8
81060;Carmaux;18.6
81065;Castres;16.7
81099;Gaillac;16
81105;Graulhet;19.4
81120;Labruguière;13.2
81124;Lacaune;18.7
81140;Lavaur;11.1
81163;Mazamet;18.8
81219;Puylaurens;13.2
81220;Rabastens;12.1
81222;Réalmont;14.2
81271;Saint-Sulpice-la-Pointe;7.4
82013;Beaumont-de-Lomagne;16.5
82033;Castelsarrasin;17.7
82037;Caussade;17.8
82075;Grisolles;9.6
82087;Lafrançaise;15.7
82112;Moissac;22.8
82121;Montauban;16.2
82125;Montech;12.1
82134;Nègrepelisse;17
82155;Saint-Antonin-Noble-Val;26.4
82186;Valence;16.8
82190;Verdun-sur-Garonne;10.8
83007;Aups;22.1
83012;Barjols;20
83019;Bormes-les-Mimosas;14.1
83023;Brignoles;20.1
83032;Carcès;19.9
83036;Cavalaire-sur-Mer;14.5
83042;Cogolin;16.7
83050;Draguignan;18.2
83055;Fayence;15.6
83061;Fréjus;15.5
83064;Garéoult;10.6
83071;La Londe-les-Maures;12.4
83072;Lorgues;16.9
83073;Le Luc;16.9
83081;Montauroux;13.7
83091;Pierrefeu-du-Var;8.9
83104;Rians;12.6
83106;Rocbaron;9.1
83107;Roquebrune-sur-Argens;11
83115;Sainte-Maxime;16.3
83116;Saint-Maximin-la-Sainte-Baume;12.4
83119;Saint-Tropez;13.8
83121;Salernes;19.1
83137;Toulon;15.7
83148;Vidauban;17.2
84003;Apt;20.3
84007;Avignon;21.2
84019;Bollène;20.1
84031;Carpentras;19
84035;Cavaillon;19.7
84054;L'Isle-sur-la-Sorgue;14.7
84071;Maubec;13.9
84087;Orange;17.5
84089;Pertuis;13.4
84106;Sainte-Cécile-les-Vignes;13.1
84123;Sault;22
84133;La Tour-d'Aigues;13
84137;Vaison-la-Romaine;17.2
84138;Valréas;19.2
85003;Aizenay;7.5
85018;Beauvoir-sur-Mer;10.2
85019;Bellevigny;6.1
85020;Benet;8.1
85035;Bretignolles-sur-Mer;8
85047;Challans;9.1
85051;Chantonnay;10.5
85059;La Châtaigneraie;12.7
85084;Essarts-en-Bocage;6.8
85092;Fontenay-le-Comte;12.9
85109;Les Herbiers;7.1
85113;L'Île-d'Yeu;9.3
85128;Luçon;11.1
85146;Montaigu-Vendée;6.2
85151;Mortagne-sur-Sèvre;5.7
85152;Les Achards;7.3
85156;Moutiers-les-Mauxfaits;10.1
85163;Noirmoutier-en-l'Île;11.8
85178;Le Poiré-sur-Vie;5.4
85182;Pouzauges;8.4
85191;La Roche-sur-Yon;10.7
85194;Les Sables-d'Olonne;8.7
85215;Saint-Fulgent;6.3
85223;Saint-Jean-d'Hermine;11.4
85226;Saint-Hilaire-de-Riez;8.5
85234;Saint-Jean-de-Monts;11.7
85288;Talmont-Saint-Hilaire;7.8
85294;La Tranche-sur-Mer;9.8
86066;Châtellerault;16.1
86070;Chauvigny;10.9
86078;Civray;18.9
86082;Valence-en-Poitou;15
86092;Dangé-Saint-Romain;11.5
86103;Gençay;14
86112;L'Isle-Jourdain;21.6
86128;Lencloître;13.2
86137;Loudun;16
86139;Lusignan;12.4
86140;Lussac-les-Châteaux;14.1
86165;Montmorillon;16.3
86177;Neuville-de-Poitou;9.6
86194;Poitiers;15.4
86293;Vivonne;9.1
86294;Vouillé;8.5
87001;Aixe-sur-Vienne;9.3
87002;Ambazac;12
87011;Bellac;22.3
87014;Bessines-sur-Gartempe;15.3
87032;Châlus;18.8
87064;Eymoutiers;19.5
87085;Limoges;16.6
87106;Nexon;10.9
87126;Rochechouart;17.9
87154;Saint-Junien;13.1
87161;Saint-Léonard-de-Noblat;13.7
87187;Saint-Yrieix-la-Perche;16.9
88075;La Bresse;12.9
88078;Bruyères;14.6
88090;Charmes;12.6
88114;Contrexéville;15.1
88160;Épinal;15.8
88181;Fraize;14.7
88196;Gérardmer;12.3
88304;Mirecourt;13.6
88321;Neufchâteau;15.5
88367;Rambervillers;17.9
88372;Raon-l'Étape;17.4
88383;Remiremont;12.6
88408;Rupt-sur-Moselle;15.9
88413;Saint-Dié-des-Vosges;17.8
88468;Le Thillot;15.9
88486;Vagney;11.2
88487;Le Val-d'Ajol;15.9
88516;Vittel;10
88530;Xertigny;19
89003;Montholon;10
89024;Auxerre;13.7
89025;Avallon;14.6
89068;Chablis;10.3
89086;Charny Orée de Puisaye;16.3
89206;Joigny;20.9
89257;Migennes;18.1
89309;Pont-sur-Yonne;10.8
89345;Saint-Florentin;15.1
89368;Saint-Sauveur-en-Puisaye;19.3
89387;Sens;16.6
89418;Tonnerre;17
89419;Toucy;14.5
89464;Villeneuve-sur-Yonne;12
90010;Belfort;18.6
90033;Delle;11.7
90052;Giromagny;13.6
91016;Angerville;9.4
91021;Arpajon;12.4
91045;Ballancourt-sur-Essonne;5.6
91105;Breuillet;6.8
91200;Dourdan;9.4
91223;Étampes;14.1
91226;Étréchy;5
91232;La Ferté-Alais;5.7
91338;Limours;5
91376;Marolles-en-Hurepoix;5
91405;Milly-la-Forêt;6
95250;Fosses;8.6
95313;L'Isle-Adam;7.4
95351;Louvres;12.9
95355;Magny-en-Vexin;7.8
95370;Marines;5.9
95487;Persan;12.6
95652;Viarmes;6.3
97101;Les Abymes;N/A - résultat non disponible
97105;Basse-Terre;N/A - résultat non disponible
97106;Bouillante;N/A - résultat non disponible
97107;Capesterre-Belle-Eau;N/A - résultat non disponible
97112;Grand-Bourg;N/A - résultat non disponible
97122;Port-Louis;N/A - résultat non disponible
97129;Sainte-Rose;N/A - résultat non disponible
97209;Fort-de-France;25.3
97213;Le Lamentin;21.7
97222;Le Robert;26.7
97225;Saint-Pierre;31.5
97228;Sainte-Marie;34
97302;Cayenne;N/A - résultat non disponible
97304;Kourou;N/A - résultat non disponible
97311;Saint-Laurent-du-Maroni;N/A - résultat non disponible
97404;L'Étang-Salé;27.3
97409;Saint-André;44.8
97410;Saint-Benoît;43.8
97411;Saint-Denis;33
97412;Saint-Joseph;41.4
97413;Saint-Leu;34.2
97414;Saint-Louis;43.3
97415;Saint-Paul;31.7
97416;Saint-Pierre;35.7
97608;Dzaoudzi;N/A - résultat non disponible
97611;Mamoudzou;N/A - résultat non disponible